Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,HDOP,UTM_easting,UTM_northing,UTC.secs,UTC.nsecs,Zone,Letter,fix_quality
1676145666.6908288,240,72066,600000000,GPS1_Frame,42.337120925,-71.09046875666667,6.368,1.0,327785.54653600266,4689323.861832362,72066,600000000,19,T,5
1676145667.6931672,241,72067,600000000,GPS1_Frame,42.337120846666664,-71.09046879666667,6.306,1.0,327785.543026796,4689323.853215055,72067,600000000,19,T,5
1676145668.6923666,242,72068,600000000,GPS1_Frame,42.337120793333334,-71.090468885,6.259,1.0,327785.53560393,4689323.847471696,72068,600000000,19,T,5
1676145669.6960714,243,72069,600000000,GPS1_Frame,42.33712093,-71.09046890166667,6.175,1.0,327785.53460393654,4689323.862681244,72069,600000000,19,T,5
1676145670.6945453,244,72070,600000000,GPS1_Frame,42.33712106,-71.09046887666666,6.086,1.0,327785.53701842274,4689323.877066121,72070,600000000,19,T,5
1676145671.6984653,245,72071,600000000,GPS1_Frame,42.33712103166667,-71.09046886166666,6.078,1.0,327785.5381768414,4689323.87388954,72071,600000000,19,T,5
1676145672.6960952,246,72072,600000000,GPS1_Frame,42.3371208,-71.09046888333333,5.997,1.0,327785.53575943765,4689323.848208603,72072,600000000,19,T,5
1676145673.6972551,247,72073,600000000,GPS1_Frame,42.337120643333336,-71.09046891,5.969,1.0,327785.5331348515,4689323.83086597,72073,600000000,19,T,5
1676145674.6983259,248,72074,600000000,GPS1_Frame,42.337120585,-71.09046880833333,5.902,1.0,327785.54135134135,4689323.824182591,72074,600000000,19,T,5
1676145675.6947505,249,72075,600000000,GPS1_Frame,42.33712060166667,-71.09046882666667,5.847,1.0,327785.53988646134,4689323.826070431,72075,600000000,19,T,5
1676145676.696128,250,72076,600000000,GPS1_Frame,42.337120665,-71.09046882833333,5.734,1.0,327785.53992204403,4689323.833106489,72076,600000000,19,T,5
1676145677.7006562,251,72077,600000000,GPS1_Frame,42.33712072833333,-71.09046877166666,5.616,1.0,327785.5447633717,4689323.840024405,72077,600000000,19,T,5
1676145678.6957743,252,72078,600000000,GPS1_Frame,42.337120666666664,-71.09046888,5.571,1.0,327785.53567007324,4689323.833396201,72078,600000000,19,T,5
1676145679.6956296,253,72079,600000000,GPS1_Frame,42.33712049166667,-71.09046903,5.597,1.0,327785.5228347174,4689323.814267579,72079,600000000,19,T,5
1676145680.6971498,254,72080,600000000,GPS1_Frame,42.337120305,-71.09046911166666,5.664,1.0,327785.51559710247,4689323.793705065,72080,600000000,19,T,5
